lv_thought,lv_registered,lv_plan_vote,lv_already_voted,vote_method_plan,lv_likely,vote_method,vote_measure_100pct_income_tax,vote2016,agree_flies_animal_feed,agree_eat_animals_fed_insects,agree_eat_insects,agree_flies_animal_feed_alt,agree_eat_animals_fed_insects_alt_reverse,agree_insect_feed_harms_health,agree_farming_harms_environment,agree_farming_climate_change,agree_farming_covid,agree_plant_based_is_meat,agree_stop_buying_if_reneg,agree_vote_cand_oppose_abortion,agree_vote_cand_gun_control,agree_vote_cand_animal_welfare,agree_vote_cand_reg_farming,agree_vote_veg,agree_vote_gay,agree_vote_atheist,agree_pain_dogs,agree_pain_pigs,agree_pain_chickens,agree_pain_fish,agree_pain_honeybees,agree_pain_termites,agree_pain_ants,gss_trust,gss_bible,gss_spanking,agree_birth_control_immoral,agree_11hrs_sleep,agree_40hrs_work,agree_puerto_rico,agree_socialists_no_teach,agree_immigrants_work,agree_need_more_equal_rights,ffq_chicken,ffq_turkey,ffq_pork,ffq_beef,ffq_fish,ffq_seafood,ffq_other_meat,ffq_dairy,ffq_eggs,ffq_none,news_wsj,news_daily_wire,news_npr,news_guardian,news_msnbc,news_cnn,news_john_oliver,news_steven_colbert,news_nyt,news_atlantic,news_fox,news_wp,news_none,news_amount,social_fb,social_twitter,social_instagram,social_tiktok,social_pinterest,social_none,gender,race,education,state,income,urban_rural,vote_measure_ca_prop16_affirmative_action,vote_measure_ca_prop22_rideshare,vote_measure_ca_prop14_stem_cell,vote_measure_ca_prop15_property_tax,vote_measure_ca_prop21_rent_control,vote_measure_ca_prop23_dialysis,vote_measure_ca_prop25_bail,vote_measure_ca_prop17_felon_vote,vote_measure_ca_prop20_parole,vote_measure_ca_prop18_17yo_vote,vote_measure_psilocybin,vote_measure_alt_protein_funding,vote_measure_no_insect_feed,vote_measure_no_labeling,vote_measure_cage_free,vote_measure_co_gray_wolf,vote_measure_utah_hunt,vote_measure_mt_firearms,vote_measure_al_citizen_voting,vote_measure_la_a1_abortion,vote_measure_primate_rights,vote_measure_ne428_payday_cap,vote_measure_nvq6_renewables_mandate,vote_measure_marijuana,vote_measure_no_slavery,vote_measure_rank_choice,vote_measure_mi_prop2_electronic_privacy,vote_measure_family_leave,vote_measure_min_wage,vote_measure_stand_ground,vote_measure_22wk_abortion,vote_measure_income_tax_for_educ,vote_measure_cig_tax,vote_trump_biden,vote_senate,vote_rep,age,voted2016,pescetarian,vegetarian,vegan,region,meta_straightlining_vote_measure,weight,lv_index,rv_index,lv_weight,rv_weight,lv_weight_alt,lv_weight_2020
Quite a lot,Don't know,Don't know,No,Other,Unlikely,,Vote against / Oppose,Did not vote,Don't know,Agree,Disagree,Don't know,Disagree,Don't know,Agree,Agree,Don't know,Disagree,Agree,Disagree,Agree,Agree,Agree,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Don't know,Don't know,Can't be too careful,Book of fables,Disagree,Disagree,Disagree,Agree,Don't know,Disagree,Agree,Agree,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,True,False,Female,White or Caucasian,"Some college, no degree",Texas,"Between $15,000 and $49,999",Suburban,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not decided,A Democratic candidate,A Democratic candidate,18-24,False,False,False,False,South,0.7941176470588235,0.04787987801537081,0.11,0,0.008108278127158253,0.0,0.007584904164168476,0.01562016272917779
Quite a lot,Yes,Yes,No,In person before election day,Very likely,,Vote for / Support,Hillary Clinton,Agree,Don't know,Agree,Don't know,Don't know,Agree,Disagree,Agree,Don't know,Agree,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Disagree,Don't know,Agree,Don't know,Agree,Don't know,Don't know,Don't know,Can trust,Word of God,Don't know,Agree,Don't know,Disagree,Don't know,Agree,Don't know,Don't know,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Female,White or Caucasian,Graduated from college,Texas,"Between $75,000 and $99,999",Urban,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,0.013635423130992086,0.83,1,0.017423268471688236,0.017009561263376556,0.016298629562507373,0.01676580728712965
Quite a lot,Yes,Yes,No,In person on election day,Somewhat likely,,Vote for / Support,Donald Trump,Don't know,Agree,Agree,Agree,Disagree,Disagree,Don't know,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Don't know,Disagree,Disagree,Agree,Agree,Agree,Don't know,Don't know,Disagree,Disagree,Can trust,Inspired word,Don't know,Disagree,Disagree,Agree,Don't know,Agree,Agree,Disagree,True,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,Male,White or Caucasian,Graduated from college,Texas,"Between $50,000 and $74,999",Rural,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Another candidate,A Republican candidate,A Republican candidate,25-44,True,False,False,False,South,0.7941176470588235,0.02707266835919742,0.63,1,0.026257569851451723,0.03377190473628815,0.024562693556371848,0.03206132297286217
Quite a lot,Yes,Yes,No,"By mail, and I’ve already requested my mail-in ballot",Very likely,,Vote against / Oppose,Did not vote,Don't know,Disagree,Agree,Don't know,Agree,Agree,Don't know,Agree,Agree,Disagree,Don't know,Disagree,Agree,Agree,Agree,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Don't know,Don't know,Can't be too careful,Book of fables,Agree,Disagree,Disagree,Disagree,Don't know,Don't know,Agree,Don't know,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,Female,Black or African American,Graduated from high school,Texas,"Between $15,000 and $49,999",Suburban,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,18-24,False,False,False,False,South,0.7941176470588235,0.46164054317318803,0.83,1,0.589881739924944,0.5758752790674457,0.5518059932524474,0.567622750567653
Quite a lot,No,No,No,,,,Vote against / Oppose,Did not vote,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Don't know,Don't know,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Can't be too careful,Inspired word,Disagree,Disagree,Disagree,Disagree,Don't know,Disagree,Agree,Disagree,True,True,True,True,True,True,False,True,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,True,True,True,False,False,True,False,Female,Asian or Asian American,Graduated from college,Texas,"Between $50,000 and $74,999",Urban,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Do not intend to vote,Do not intend to vote,Do not intend to vote,25-44,False,False,False,False,South,0.7941176470588235,0.11219805108344547,0.11,0,0.01900031999282945,0.0,0.017773885401320653,0.01497355471740268
Quite a lot,Yes,Yes,Yes,,,In person,Vote for / Support,Donald Trump,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can trust,Word of God,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,True,True,False,False,False,Male,White or Caucasian,Completed graduate school,Texas,"Between $100,000 and $150,000",Urban,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,"Donald Trump, the Republican",A Republican candidate,A Republican candidate,25-44,True,False,False,False,South,0.7941176470588235,0.047586814431556636,0.83,1,0.06080616901934707,0.0593623555078926,0.056881246223804596,0.060303135457646796
Some,Yes,Yes,No,In person before election day,Likely,,Vote against / Oppose,Hillary Clinton,Don't know,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Can't be too careful,Word of God,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,Female,Black or African American,Completed graduate school,Texas,"Over $150,000",Suburban,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,45-64,True,False,False,False,South,0.7941176470588235,9.71934680971728,0.63,1,9.426718651467336,12.124436727168955,8.818241855132127,9.071004588909837
Some,No,No,No,,,,Vote against / Oppose,Did not vote,Disagree,Disagree,Agree,Disagree,Agree,Agree,Don't know,Don't know,Disagree,Disagree,Don't know,Disagree,Agree,Agree,Don't know,Don't know,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Inspired word,Disagree,Disagree,Disagree,Disagree,Don't know,Don't know,Agree,Agree,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,Female,Asian or Asian American,"Some college, no degree",Texas,"Under $15,000",Suburban,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Do not intend to vote,Do not intend to vote,Do not intend to vote,18-24,False,False,False,False,South,0.7941176470588235,0.023935072816560186,0.11,0,0.004053314992326261,0.0,0.003791681203066596,0.003194290088133816
Quite a lot,Yes,Yes,Yes,,,In person,Vote against / Oppose,Donald Trump,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Don't know,Agree,Don't know,Don't know,Don't know,Agree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Can trust,Inspired word,Don't know,Disagree,Disagree,Agree,Don't know,Disagree,Don't know,Agree,True,True,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False,True,True,True,False,False,False,False,Male,White or Caucasian,Graduated from college,Texas,"Between $100,000 and $150,000",Suburban,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,"Donald Trump, the Republican",A Republican candidate,A Republican candidate,25-44,True,False,False,False,South,0.7941176470588235,0.056004239228343036,0.83,1,0.07156190799904273,0.06986270459023061,0.06694272266755788,0.07096989501675185
Quite a lot,Yes,Yes,Yes,,,In person,Vote against / Oppose,Did not vote,Agree,Agree,Agree,Agree,Disagree,Don't know,Agree,Agree,Don't know,Don't know,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Don't know,Agree,Agree,Agree,Don't know,Don't know,Don't know,Don't know,Can't be too careful,Inspired word,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,Female,Black or African American,"Some college, no degree",Texas,"Under $15,000",Urban,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,18-24,False,False,False,False,South,0.7941176470588235,0.02899532146210307,0.83,1,0.03705006184288238,0.03617032577741907,0.0346585506747126,0.03565199020168761
Quite a lot,Yes,Yes,Yes,,,In person,Vote for / Support,Hillary Clinton,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Inspired word,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,Male,White or Caucasian,Completed graduate school,Texas,"Between $75,000 and $99,999",Rural,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,0.016853778992591145,0.83,1,0.021535665841053337,0.021024311716612638,0.02014557948731772,0.020723024722819748
Quite a lot,Yes,Yes,Yes,,,By mail,Vote against / Oppose,Hillary Clinton,Don't know,Agree,Don't know,Don't know,Agree,Don't know,Agree,Don't know,Don't know,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Inspired word,Disagree,Disagree,Agree,Disagree,Agree,Don't know,Agree,Agree,True,True,False,True,True,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,Male,Hispanic or Latino,"Some college, no degree",Texas,"Between $15,000 and $49,999",Rural,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,1.8715852058841915,0.83,1,2.3915012534992446,2.334716195697562,2.2371343868341036,2.3012587568314196
Some,No,No,No,,,,Vote against / Oppose,Did not vote,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Don't know,Agree,Agree,Don't know,Disagree,Disagree,Agree,Agree,Agree,Don't know,Disagree,Disagree,Disagree,Can't be too careful,Word of God,Disagree,Disagree,Disagree,Disagree,Disagree,Don't know,Agree,Agree,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,Female,Asian or Asian American,Graduated from high school,Texas,"Under $15,000",Suburban,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Do not intend to vote,Do not intend to vote,Do not intend to vote,18-24,False,False,False,False,South,0.7941176470588235,0.10833441677893747,0.11,0,0.01834602798497338,0.0,0.01716182670067653,0.01445792776035725
